Feed,Cases,Standard Message,Summary Message,type,language
OroFeed,"51, 61, 71, 52, 62, 72",???????? ??????,"???? ??????? ???????? ?????,??????, ???? ?????????, ?????, ???? ?????,Fruit juices, ??????, ?????(Dates and Nuts). ????????? ???????? ??? ???? ?????? ???? ??????",D,KN
OroFeed,"13, 23, 33, 43, 14, 24, 34, 15, 25, 35, 16, 26, 17, 27",???????? ??????,"protein ????? ???????? ????, ??????(Egg White), ???? ?????(Soya chunks), ??????, ????? ????(?????,????)",D,KN
OroFeed,"53, 63, 73, 64, 74",???????? ??????,"Carboydrate ????? ???????? ????????- ????(Apple),???? (Bana, Orange. ???? ?????Vegetables - ??????(Beetroot), Carrot, ?????Sweet Potato.",D,KN
OroFeed,"44, 54, 45, 46, 47, 55, 56, 57, 65, 75, 66, 67, 76, 77, 36, 37",???????? ??????,-,D,KN
OroFeed,"11, 21, 31, 41, 12, 22, 32, 42, 51, 13, 23, 33, 43, 44",????? ??????,-,I,KN
OroFeed,"61, 71, 52, 62, 72, 53, 63, 73, 64, 74, 54, 55, 65, 75, 66, 67, 76, 77",????? ??????,"{{Item 1}}, {{item 2}}. ????????? ????? ??????????????? ???????? protein ???",I,KN
OroFeed,"14, 24, 34, 15, 25, 35, 16, 26, 36, 17, 27, 37, 45, 46, 47, 56, 57",????? ??????,"{{Item 1}}, {{item 2}}. ????????? ????? ??????????????? ????????calories ???? ????? protein ???",I,KN
OroFeed,"45, 46, 47, 56, 57",????? ??????,"{{Item 1}}, {{item 2}}. ????????? ????? ??????????????? ???????? calories ???",I,KN
SurgiFeed,"11, 21, 31, 41, 12, 22, 32, 42",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ????? ????????, ????? ????????, ???? ??????? ???? ?????????? ???????????, ??????? ??????? ???? ??????? ???.. ???? ?????????? ????? ???????????",S,KN
SurgiFeed,"51, 61, 71, 52, 62, 72",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ????????, ?????? ?????, ???????, ??????, ?????? ???????? ????? ?????????.???? ??????? ???? ?????????? ???????????, ??????? ??????? ???? ??????? ???.. ???? ?????????? ????? ???????????",S,KN
SurgiFeed,"13, 23, 33,",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??????????, ??????? ????????? ????? ????? ???? ???????,???? ???? ???????? ???? ??????? ???.",S,KN
SurgiFeed,"53, 63, 73",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ?????, ?????????? ???????? ????? ????????? ??????? ????? ?????? ???? ??????? ???",S,KN
SurgiFeed,14,????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ????? ????????, ???? ???????, ????????, ???? ????? ??????? ???? ???? ??????? ???",S,KN
SurgiFeed,"24, 34",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ?????????, ????? ???? ?????????, ????? ?????????, ????? ?????????, ??? ??? ????????, ???????? ??????? ???? ?????????? ??????????? ???? ??????? ???",S,KN
SurgiFeed,"44, 54",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,???????????!!! ?????? ???? ????????? ??????????!,S,KN
SurgiFeed,"64, 74",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ?????, ?????????? ???????? ????? ????????? ??????? ????? ??????",S,KN
SurgiFeed,"15, 25",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ????? ?????????, ????? ?????????, ????????? ????????, ??????? ???????",S,KN
SurgiFeed,35,????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ???? ????? ??????, ?????? ??????? ????? ?????????, ????? ????? ????? ??????",S,KN
SurgiFeed,"45, 46,47",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ???? ????? ??????? ???? ???? ??????? ???. ???? ?????????? ?????? ????? ????",S,KN
SurgiFeed,"55, 56, 57",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ??????, ?????? ????? ???? ??????? ???.???? ?????????? ?????? ????? ????",S,KN
SurgiFeed,"65, 75",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ???? ????? ?????? ????? ?????????? ??????? ????, ?????? ????? ???? ??????? ???.???? ?????????? ?????? ????? ????",S,KN
SurgiFeed,"16, 26, 17, 27",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ???? ????? ??????, ????? ????????, ??????? ???? ???? ??????? ???.???? ?????????? ?????? ????? ????",S,KN
SurgiFeed,"36, 37",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ???? ????? ??????? ????, ????? ??? ?????? ????? ???? ??????? ???.???? ?????????? ?????? ????? ????",S,KN
SurgiFeed,"66, 67, 76, 77",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ????? ??? ??????, ?????? ?????, ??????? ????? ?????? ???? ??????? ???.???? ?????????? ?????? ????? ????",S,KN
SurgiFeed,43,????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,????????? ????? ???????? ????? ??? ????? ???? ??????? ???,S,KN
SurgiFeed,"11, 21, 31, 41, 12, 22, 32, 42",???????? ??????,"???? ??????? ???????? ?????,??????, ???? ?????????, ?????, ???? ?????,Fruit juices, ??????, ?????(Dates and Nuts). ????????? ???????? ??? ???? ?????? ???? ??????",D,KN
SurgiFeed,"51, 61, 71, 52, 62, 72",???????? ??????,"???? ??????? ???????? ?????,??????, ???? ?????????, ?????, ???? ?????,Fruit juices, ??????, ?????(Dates and Nuts). ????????? ???????? ??? ???? ?????? ???? ??????",D,KN
SurgiFeed,"13, 23, 33, 43, 14, 24, 34, 15, 25, 35, 16, 26, 17, 27",???????? ??????,"protein ????? ???????? ????, ??????(Egg White), ???? ?????(Soya chunks), ??????, ????? ????(?????,????)",D,KN
SurgiFeed,"53, 63, 73, 64, 74",???????? ??????,"Carboydrate ????? ???????? ????????- ????(Apple),???? (Bana, Orange. ???? ?????Vegetables - ??????(Beetroot), Carrot, ?????Sweet Potato.",D,KN
SurgiFeed,"44, 54, 45, 46, 47, 55, 56, 57, 65, 75, 66, 67, 76, 77, 36, 37",???????? ??????,-,D,KN
SurgiFeed,"11, 21, 31, 41, 12, 22, 32, 42, 51, 13, 23, 33, 43, 44",????? ??????,-,I,KN
SurgiFeed,"61, 71, 52, 62, 72, 53, 63, 73, 64, 74, 54, 55, 65, 75, 66, 67, 76, 77",????? ??????,"{{Item 1}}, {{item 2}}. ????????? ????? ??????????????? ???????? protein ???",I,KN
SurgiFeed,"14, 24, 34, 15, 25, 35, 16, 26, 36, 17, 27, 37, 45, 46, 47, 56, 57",????? ??????,"{{Item 1}}, {{item 2}}. ????????? ????? ??????????????? ????????calories ???? ????? protein ???",I,KN
SurgiFeed,"45, 46, 47, 56, 57",????? ??????,"{{Item 1}}, {{item 2}}. ????????? ????? ??????????????? ???????? calories ???",I,KN
RenalFeed,"11, 21, 31, 41, 12, 22, 32, 42",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ????? ????????, ????? ????????, ???? ??????? ???? ?????????? ???????????, ??????? ??????? ???? ??????? ???.. ???? ?????????? ????? ???????????",S,KN
RenalFeed,"51, 61, 71, 52, 62, 72",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ????????, ?????? ?????, ???????, ??????, ?????? ???????? ????? ?????????.???? ??????? ???? ?????????? ???????????, ??????? ??????? ???? ??????? ???.. ???? ?????????? ????? ???????????",S,KN
RenalFeed,"13, 23, 33,",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??????????, ??????? ????????? ????? ????? ???? ???????,???? ???????? ???? ??????? ???.",S,KN
RenalFeed,"53, 63, 73",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ?????, ?????????? ???????? ????? ????????? ??????? ????? ?????? ???? ??????? ???",S,KN
RenalFeed,14,????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ????? ????????, ???? ???????, ????????, ???? ????? ??????? ???? ???? ??????? ???",S,KN
RenalFeed,"24, 34",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ?????????, ????? ???? ?????????, ????? ?????????, ????? ?????????, ??? ??? ????????, ???????? ??????? ???? ?????????? ??????????? ???? ??????? ???",S,KN
RenalFeed,"44, 54",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,???????????!!! ?????? ???? ????????? ??????????!,S,KN
RenalFeed,"64, 74",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ?????, ?????????? ???????? ????? ????????? ??????? ????? ??????",S,KN
RenalFeed,"15, 25",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ????? ?????????, ????? ?????????, ????????? ????????, ??????? ???????",S,KN
RenalFeed,35,????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ???? ????? ??????, ?????? ??????? ????? ?????????, ????? ????? ????? ??????",S,KN
RenalFeed,"45, 46,47",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ???? ????? ??????? ???? ???? ??????? ???. ???? ?????????? ?????? ????? ????",S,KN
RenalFeed,"55, 56, 57",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ??????, ?????? ????? ???? ??????? ???.???? ?????????? ?????? ????? ????",S,KN
RenalFeed,"65, 75",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ???? ????? ?????? ????? ?????????? ??????? ????, ?????? ????? ???? ??????? ???.???? ?????????? ?????? ????? ????",S,KN
RenalFeed,"16, 26, 17, 27",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ???? ????? ??????, ????? ????????, ??????? ???? ???? ??????? ???.???? ?????????? ?????? ????? ????",S,KN
RenalFeed,"36, 37",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??? ????????????, ???? ????? ??????? ????, ????? ??? ?????? ????? ???? ??????? ???.???? ?????????? ?????? ????? ????",S,KN
RenalFeed,"66, 67, 76, 77",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ????? ??? ??????, ?????? ?????, ??????? ????? ?????? ???? ??????? ???.???? ?????????? ?????? ????? ????",S,KN
RenalFeed,43,????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,????????? ????? ???????? ????? ??? ????? ???? ??????? ???,S,KN
RenalFeed,"11, 21, 31, 41, 12, 22, 32, 42",???????? ??????,"???? ??????? ???????? ?????,??????, ???? ?????????, ?????, ???? ?????,Fruit juices, ??????, ?????(Dates and Nuts). ????????? ???????? ??? ???? ?????? ???? ??????",D,KN
RenalFeed,"51, 61, 71, 52, 62, 72",???????? ??????,"???? ??????? ???????? ?????,??????, ???? ?????????, ?????, ???? ?????,Fruit juices, ??????, ?????(Dates and Nuts). ????????? ???????? ??? ???? ?????? ???? ??????",D,KN
RenalFeed,"13, 23, 33, 43, 14, 24, 34, 15, 25, 35, 16, 26, 17, 27",???????? ??????,"protein ????? ???????? ????, ??????(Egg White), ???? ?????(Soya chunks), ??????, ????? ????(?????,????)",D,KN
RenalFeed,"53, 63, 73, 64, 74",???????? ??????,"Carboydrate ????? ???????? ????????- ????(Apple),???? (Bana, Orange. ???? ?????Vegetables - ??????(Beetroot), Carrot, ?????Sweet Potato.",D,KN
RenalFeed,"44, 54, 45, 46, 47, 55, 56, 57, 65, 75, 66, 67, 76, 77, 36, 37",???????? ??????,-,D,KN
RenalFeed,"11, 21, 31, 41, 12, 22, 32, 42, 51, 13, 23, 33, 43, 44",????? ??????,-,I,KN
RenalFeed,"61, 71, 52, 62, 72, 53, 63, 73, 64, 74, 54, 55, 65, 75, 66, 67, 76, 77",????? ??????,"{{Item 1}}, {{item 2}}. ????????? ????? ??????????????? ???????? protein ???",I,KN
RenalFeed,"14, 24, 34, 15, 25, 35, 16, 26, 36, 17, 27, 37, 45, 46, 47, 56, 57",????? ??????,"{{Item 1}}, {{item 2}}. ????????? ????? ??????????????? ????????calories ???? ????? protein ???",I,KN
RenalFeed,"45, 46, 47, 56, 57",????? ??????,"{{Item 1}}, {{item 2}}. ????????? ????? ??????????????? ???????? calories ???",I,KN
PregnaFeed,"11, 21, 31, 41, 12, 22, 32, 42",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ???????? ??????????, ????, ??? ??????, ????? ?????? (Infections), ???? ??????? ???.",S,KN
PregnaFeed,"51, 61, 71, 52, 62, 72",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ???????? ??????????, ????, ??? ??????, ????? ?????? (Infections),?????? ??????, ????? ?????? ???? ??????? ???.",S,KN
PregnaFeed,"13, 23, 33,",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ??????????, ??????? ??? ?????? ????? (Low Immunity), ????, ???????, ????? ?????????,???? ?????? (joint problems) , ???? ??????? ???.",S,KN
PregnaFeed,"53, 63, 73",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ???????,?????? ??????, ????? ?????? ???? ??????? ???",S,KN
PregnaFeed,14,????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ???????, Low Albumin, ???? ????,????? ?????? (Infections), ?????? ??????, ?????? ?????? (fatty liver) ???? ??????? ???",S,KN
PregnaFeed,"24, 34",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ????, ???????, ??????? ??? ?????? ????? (Low Immunity), ????? ?????????,???? ?????? (joint problems) , ??? ???(skin problems) ???? ??????? ???.",S,KN
PregnaFeed,"44, 54",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,???????????!!! ?????? ???? ????????? ??????????!,S,KN
PregnaFeed,"64, 74",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ??????(Kidney Stones), ????? ??????? ,????? ??????, ????? ?????? ???? ??????? ???",S,KN
PregnaFeed,"15, 25",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ???????, Low Albumin, ???? ????,????? ?????? (Infections), ?????? ??????, ?????? ?????? (fatty liver) ???? ??????? ???",S,KN
PregnaFeed,35,????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ??????, ?????? ??????, ????? ?????????,???? ?????? (joint problems) , ??? ???(skin problems) ???? ??????? ???.",S,KN
PregnaFeed,"45, 46,47",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ??????, ?????? ??????, ????? ????????? ???? ?????? (joint problems) ???? ??????? ???",S,KN
PregnaFeed,"55, 56, 57",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ??????, ?????? ??????, ????? ????????? ???? ?????? (joint problems)???? ??????? ???",S,KN
PregnaFeed,"65, 75",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ??????, ?????? ??????,?????? ??????, ????? ?????? ???? ??????? ???",S,KN
PregnaFeed,"16, 26, 17, 27",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ??????, ?????? ??????,Low Albumin, ???? ????,????? ?????? (Infections) ???? ??????? ???",S,KN
PregnaFeed,"36, 37",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ??????, ?????? ??????, ??????? ??? ?????? ????? (Low Immunity) ???? ??????? ???",S,KN
PregnaFeed,"66, 67, 76, 77",????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ?????? ??????, ?????? ??????, ????? ?????? ,?????? ??????(Kidney Stones), ????? ??????? ,????? ??????, ????? ?????? ???? ??????? ??????? ??????? ???",S,KN
PregnaFeed,43,????? {{meal}} ????? {calories_level_name} calorie and {protein_level_name} protein ??????????.,"????????? ????? ????, ??? ??????, ??? ????? (weight loss) ???? ??????? ???",S,KN
PregnaFeed,"11, 21, 31, 41, 12, 22, 32, 42",???????? ??????,"???? ??????? ???????? ?????,??????, ???? ?????????, ?????, ???? ?????,Fruit juices, ??????, ?????(Dates and Nuts). ????????? ???????? ??? ???? ?????? ???? ??????",D,KN
PregnaFeed,"51, 61, 71, 52, 62, 72",???????? ??????,"???? ??????? ???????? ?????,??????, ???? ?????????, ?????, ???? ?????,Fruit juices, ??????, ?????(Dates and Nuts). ????????? ???????? ??? ???? ?????? ???? ??????",D,KN
PregnaFeed,"13, 23, 33, 43, 14, 24, 34, 15, 25, 35, 16, 26, 17, 27",???????? ??????,"protein ????? ???????? ????, ??????(Egg White), ???? ?????(Soya chunks), ??????, ????? ????(?????,????)",D,KN
PregnaFeed,"53, 63, 73, 64, 74",???????? ??????,"Carboydrate ????? ???????? ????????- ????(Apple),???? (Bana, Orange. ???? ?????Vegetables - ??????(Beetroot), Carrot, ?????Sweet Potato.",D,KN
PregnaFeed,"44, 54, 45, 46, 47, 55, 56, 57, 65, 75, 66, 67, 76, 77, 36, 37",???????? ??????,-,D,KN
PregnaFeed,"11, 21, 31, 41, 12, 22, 32, 42, 51, 13, 23, 33, 43, 44",????? ??????,-,I,KN
PregnaFeed,"61, 71, 52, 62, 72, 53, 63, 73, 64, 74, 54, 55, 65, 75, 66, 67, 76, 77",????? ??????,"{{Item 1}}, {{item 2}}. ????????? ????? ??????????????? ???????? protein ???",I,KN
PregnaFeed,"14, 24, 34, 15, 25, 35, 16, 26, 36, 17, 27, 37, 45, 46, 47, 56, 57",????? ??????,"{{Item 1}}, {{item 2}}. ????????? ????? ??????????????? ????????calories ???? ????? protein ???",I,KN
PregnaFeed,"45, 46, 47, 56, 57",????? ??????,"{{Item 1}}, {{item 2}}. ????????? ????? ??????????????? ???????? calories ???",I,KN
